dcterms:identifier,ac:associatedSpecimenReference,coreid,ac:providerManagedID,ac:derivedFrom,ac:providerLiteral,ac:provider,dc:type,dcterms:type,ac:subtypeLiteral,ac:subtype,ac:accessURI,dc:format,ac:subjectPart,ac:subjectOrientation,ac:caption,Iptc4xmpExt:LocationCreated,ac:captureDevice,dc:creator,ms:scanningTechnician,ac:fundingAttribution,exif:PixelXDimension,exif:PixelYDimension,exif:Xresolution,exif:Yresolution,exif:ResolutionUnit,dicom:SpacingBetweenSlices,dc:rights,dcterms:rights,xmpRights:Owner,xmpRights:UsageTerms,xmpRights:WebStatement,ac:licenseLogoURL,photoshop:Credit
 ark:/87602/m4/M34311,c3710724-1a52-44d7-8999-e26bf0dfe6eb,57c104f7-5bce-4700-a657-a71ff9e99a61,34311,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/34311,image/tiff,16 bit tiffs,16 bit tiffs,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,,1416,731,130.97082912916972,130.97082912916972,3,0.07635288,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc-sa/3.0/,University of Florida,Attribution- CC BY-NC-SA - reuse here and applied to future uses but noncommercial,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc-sa.png,
https://www.morphosource.org/media/morphosource/images/3/4/3/43691_ms_media_files_media_34311_large.jpg,c3710724-1a52-44d7-8999-e26bf0dfe6eb,57c104f7-5bce-4700-a657-a71ff9e99a61,34311p, ark:/87602/m4/M34311,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/4/3/43691_ms_media_files_media_34311_large.jpg,image/jpeg,16 bit tiffs,16 bit tiffs,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,,700.0,361.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc-sa/3.0/,University of Florida,Attribution- CC BY-NC-SA - reuse here and applied to future uses but noncommercial,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc-sa.png,
 ark:/87602/m4/M34471,aaa4a6a8-f25d-48a0-bd7d-4ed297bc645f,dcd654ad-b15e-4197-87dc-cad877a41c4d,34471,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/34471,application/stl,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,,,,,3,,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/4/4/77469_ms_media_files_media_34471_large.jpg,aaa4a6a8-f25d-48a0-bd7d-4ed297bc645f,dcd654ad-b15e-4197-87dc-cad877a41c4d,34471p, ark:/87602/m4/M34471,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/4/4/77469_ms_media_files_media_34471_large.jpg,image/jpeg,,,quadrate STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,700.0,346.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M34472,5f70c2da-c3e0-44d9-a3f8-cf74078caa27,9daae275-b32c-420f-a070-25ba4f7757c2,34472,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/34472,application/ply,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,,,,,3,,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/4/4/74413_ms_media_files_media_34472_large.jpg,5f70c2da-c3e0-44d9-a3f8-cf74078caa27,9daae275-b32c-420f-a070-25ba4f7757c2,34472p, ark:/87602/m4/M34472,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/4/4/74413_ms_media_files_media_34472_large.jpg,image/jpeg,,,quadrate STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,700.0,373.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M34475,834d2244-e644-4cc0-97bb-bd9494a2ac3c,369fe8e6-bbac-4b1e-9e48-4c8b086dbeeb,34475,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/34475,application/stl,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,,,,,3,,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/4/4/45510_ms_media_files_media_34475_large.jpg,834d2244-e644-4cc0-97bb-bd9494a2ac3c,369fe8e6-bbac-4b1e-9e48-4c8b086dbeeb,34475p, ark:/87602/m4/M34475,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/4/4/45510_ms_media_files_media_34475_large.jpg,image/jpeg,,,quadrate STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,700.0,346.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M34476,81b4ce1a-cc50-4238-b9d2-def8f45aea18,23529E17-2DF2-45F4-AB03-8A6970DB2058,34476,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/34476,application/stl,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,,,,,3,,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/4/4/46074_ms_media_files_media_34476_large.jpg,81b4ce1a-cc50-4238-b9d2-def8f45aea18,23529E17-2DF2-45F4-AB03-8A6970DB2058,34476p, ark:/87602/m4/M34476,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/4/4/46074_ms_media_files_media_34476_large.jpg,image/jpeg,,,quadrate STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,700.0,346.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M34533,0cd58bd0-910c-4f78-be5d-657f9f1f9e9d,16db294a-e111-4d8e-89c5-a7191ce3a0b7,34533,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/34533,image/tiff,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,1174,417,510.3087469981088,510.3087469981088,3,0.01959598,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/4/5/7503_ms_media_files_media_34533_large.jpg,0cd58bd0-910c-4f78-be5d-657f9f1f9e9d,16db294a-e111-4d8e-89c5-a7191ce3a0b7,34533p, ark:/87602/m4/M34533,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/4/5/7503_ms_media_files_media_34533_large.jpg,image/jpeg,,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,249.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M34537,4f482249-e13e-42a1-82cd-9ac5f67b32fb,88ff22d8-00f5-4be6-863e-72828e3017b0,34537,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/34537,image/tiff,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,1567,764,620.3439310822706,620.3439310822706,3,0.01612009,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/4/5/95158_ms_media_files_media_34537_large.jpg,4f482249-e13e-42a1-82cd-9ac5f67b32fb,88ff22d8-00f5-4be6-863e-72828e3017b0,34537p, ark:/87602/m4/M34537,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/4/5/95158_ms_media_files_media_34537_large.jpg,image/jpeg,,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,341.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M34541,65b730b4-54e4-4881-8912-066170c879f3,712ea4a7-7536-485f-92b6-ce4a1a6bf726,34541,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/34541,image/tiff,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,1812,1054,401.51209454806803,401.51209454806803,3,0.02490585,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/4/5/45027_ms_media_files_media_34541_large.jpg,65b730b4-54e4-4881-8912-066170c879f3,712ea4a7-7536-485f-92b6-ce4a1a6bf726,34541p, ark:/87602/m4/M34541,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/4/5/45027_ms_media_files_media_34541_large.jpg,image/jpeg,,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,407.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M34831,33e845b5-06d7-4a45-bf07-f8cba8accf57,6251EDB3-F8DD-431B-85BE-DF73CDCBF951,34831,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/34831,image/tiff,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Trevor  McCabe <trevoramccabe@ufl.edu>,Edward Stanley,,1554,553,235.24668084576825,235.24668084576825,3,0.04250857,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/4/8/62368_ms_media_files_media_34831_large.jpg,33e845b5-06d7-4a45-bf07-f8cba8accf57,6251EDB3-F8DD-431B-85BE-DF73CDCBF951,34831p, ark:/87602/m4/M34831,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/4/8/62368_ms_media_files_media_34831_large.jpg,image/jpeg,,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Trevor  McCabe <trevoramccabe@ufl.edu>,Edward Stanley,,700.0,249.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M35333,7f71fa82-bc47-4caf-bcb4-0ee99f9f1932,cb6a747e-a0fb-4c84-ab4c-df6045c8b395,35333,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/35333,application/stl,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,,,,,3,,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/5/3/95257_ms_media_files_media_35333_large.jpg,7f71fa82-bc47-4caf-bcb4-0ee99f9f1932,cb6a747e-a0fb-4c84-ab4c-df6045c8b395,35333p, ark:/87602/m4/M35333,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/5/3/95257_ms_media_files_media_35333_large.jpg,image/jpeg,,,quadrate STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,700.0,373.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M35334,93238f48-d047-4828-8e11-7ff9c9084f65,2881e88f-f9e3-466d-9be7-e7f5b3efb22d,35334,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/35334,application/stl,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,,,,,3,,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/5/3/41871_ms_media_files_media_35334_large.jpg,93238f48-d047-4828-8e11-7ff9c9084f65,2881e88f-f9e3-466d-9be7-e7f5b3efb22d,35334p, ark:/87602/m4/M35334,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/5/3/41871_ms_media_files_media_35334_large.jpg,image/jpeg,,,quadrate STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,700.0,373.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M35335,7ce8dfac-2b12-4624-a5db-93b7106c5663,176ed4c3-c6f3-4369-8662-4446b2e002e6,35335,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/35335,application/stl,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,,,,,3,,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/5/3/50291_ms_media_files_media_35335_large.jpg,7ce8dfac-2b12-4624-a5db-93b7106c5663,176ed4c3-c6f3-4369-8662-4446b2e002e6,35335p, ark:/87602/m4/M35335,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/5/3/50291_ms_media_files_media_35335_large.jpg,image/jpeg,,,quadrate STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,700.0,373.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M35336,acfdf953-ee1b-4e44-8bf2-43f6f4c60bc1,a8f1c394-84df-454c-8e9f-8ff7dfaaa745,35336,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/35336,application/stl,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,,,,,3,,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/5/3/43657_ms_media_files_media_35336_large.jpg,acfdf953-ee1b-4e44-8bf2-43f6f4c60bc1,a8f1c394-84df-454c-8e9f-8ff7dfaaa745,35336p, ark:/87602/m4/M35336,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/5/3/43657_ms_media_files_media_35336_large.jpg,image/jpeg,,,quadrate STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,700.0,373.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M35337,99db71ec-1d20-45d8-8aae-9ae7475fda50,dbe5c7de-6625-4394-9370-9c75dce9cdad,35337,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/35337,application/stl,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,,,,,3,,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/5/3/89824_ms_media_files_media_35337_large.jpg,99db71ec-1d20-45d8-8aae-9ae7475fda50,dbe5c7de-6625-4394-9370-9c75dce9cdad,35337p, ark:/87602/m4/M35337,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/5/3/89824_ms_media_files_media_35337_large.jpg,image/jpeg,,,quadrate STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,700.0,373.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M35338,cee1fb93-7ccf-4d0d-b070-ae3649104758,ca4e81a9-d3ff-48f4-a83f-aec10943501a,35338,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/35338,application/stl,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,,,,,3,,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/5/3/64915_ms_media_files_media_35338_large.jpg,cee1fb93-7ccf-4d0d-b070-ae3649104758,ca4e81a9-d3ff-48f4-a83f-aec10943501a,35338p, ark:/87602/m4/M35338,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/5/3/64915_ms_media_files_media_35338_large.jpg,image/jpeg,,,quadrate STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,700.0,373.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M35339,961a4b37-68db-4bcf-9baa-d62b916da6d8,5f680824-fc72-475b-bf11-f3ddb13d1452,35339,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/35339,application/stl,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,,,,,3,,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/5/3/61770_ms_media_files_media_35339_large.jpg,961a4b37-68db-4bcf-9baa-d62b916da6d8,5f680824-fc72-475b-bf11-f3ddb13d1452,35339p, ark:/87602/m4/M35339,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/5/3/61770_ms_media_files_media_35339_large.jpg,image/jpeg,,,quadrate STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,700.0,373.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
